Algorithm name,Solution,Iterations,Time
CSP Forward Checking,"[0, 2, 5, 7, 9, 4, 8, 1, 3, 6]",102,0.0019969940185546875
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989696502685547
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003988981246948242
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989696502685547
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.004985332489013672
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989458084106445
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.004978656768798828
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.004987955093383789
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.00498652458190918
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.00498652458190918
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003988742828369141
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989458084106445
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003987312316894531
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003965854644775391
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.0049896240234375
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003964662551879883
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003990650177001953
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003988504409790039
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.0039899349212646484
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003986835479736328
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989458084106445
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989219665527344
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989696502685547
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.005010366439819336
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.004956960678100586
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.00498652458190918
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989458084106445
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989458084106445
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.003989219665527344
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.004987478256225586
CSP Forward Checking,"[0, 2, 4, 7, 9, 11, 5, 10, 1, 6, 8, 3]",254,0.005012035369873047
CSP Forward Checking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",1373,0.029920101165771484
CSP Forward Checking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",1373,0.030905485153198242
CSP Forward Checking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",1373,0.027924299240112305
CSP Forward Checking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",1373,0.026918649673461914
CSP Forward Checking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",1373,0.027917146682739258
CSP Forward Checking,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",1373,0.03490638732910156
